"id","timestamp","action","details","actorUserId"
"78dda60a-4610-42e0-b90e-1f80f42f8569","2025-07-01 10:54:55.988+01","USER_CREATED","{""userId"":""00fb6ac7-33ca-49d6-acd6-11bc63df63cf"",""role"":""Landlord""}","00fb6ac7-33ca-49d6-acd6-11bc63df63cf"
"442d274b-6fa7-4dbc-8f10-6b1691600847","2025-07-01 10:54:56.055+01","USER_CREATED","{""userId"":""ae4c6d31-2b85-4a6b-83cc-2745798ee457"",""role"":""Landlord""}","ae4c6d31-2b85-4a6b-83cc-2745798ee457"
"45afb8f1-e1dc-497d-a310-360a9727a16a","2025-07-01 10:54:56.121+01","USER_CREATED","{""userId"":""55aec82b-b243-45ff-8f51-bb90e1192a96"",""role"":""Landlord""}","55aec82b-b243-45ff-8f51-bb90e1192a96"
"13e0fe8b-c472-4c28-9544-32a2ae00c5d7","2025-07-01 10:54:56.192+01","USER_CREATED","{""userId"":""0cee2bad-7c24-4566-bb88-1f4891946aa7"",""role"":""Landlord""}","0cee2bad-7c24-4566-bb88-1f4891946aa7"
"8047af1f-20db-4827-b787-009c7af589fc","2025-07-01 10:54:56.268+01","USER_CREATED","{""userId"":""014e362d-273a-42bd-bfb6-f452a24c43f3"",""role"":""Landlord""}","014e362d-273a-42bd-bfb6-f452a24c43f3"
"5c79a081-43a4-425e-a4ed-574f5e5ad621","2025-07-01 10:54:56.344+01","USER_CREATED","{""userId"":""2eefad62-a52b-4ba1-9dd1-1a3a39842f50"",""role"":""Landlord""}","2eefad62-a52b-4ba1-9dd1-1a3a39842f50"
"7dfd60f5-9e2a-477e-b77f-a470aa0a8ca8","2025-07-01 10:54:56.418+01","USER_CREATED","{""userId"":""2a00b02b-fa71-49c6-b1d9-dda5ffcd9ab6"",""role"":""Landlord""}","2a00b02b-fa71-49c6-b1d9-dda5ffcd9ab6"
"73c4e0a1-3e40-4cfb-9842-457761d0e687","2025-07-01 10:54:56.489+01","USER_CREATED","{""userId"":""b3768d94-657a-4695-ab2e-b5a93103d41a"",""role"":""Landlord""}","b3768d94-657a-4695-ab2e-b5a93103d41a"
"d10ebdc6-e901-48fc-a4f1-103109b3a093","2025-07-01 10:54:56.564+01","USER_CREATED","{""userId"":""d77306d3-8026-4e9d-9eab-a23f297a0bef"",""role"":""Landlord""}","d77306d3-8026-4e9d-9eab-a23f297a0bef"
"d0d67db4-2c98-48de-8883-1b562a912a7a","2025-07-01 10:54:56.634+01","USER_CREATED","{""userId"":""fcd27974-c3b7-4b56-a8df-f5d331205729"",""role"":""Landlord""}","fcd27974-c3b7-4b56-a8df-f5d331205729"
"6f4369eb-afe9-4b97-b320-f7405c20c967","2025-07-01 10:54:56.72+01","USER_CREATED","{""userId"":""fc4d362e-d631-4172-afd6-510695d9d42c"",""role"":""Landlord""}","fc4d362e-d631-4172-afd6-510695d9d42c"
"91434d0e-15d6-4998-9701-c6e2d5c13a7f","2025-07-01 10:54:56.802+01","USER_CREATED","{""userId"":""4e38b3ad-097c-434e-977d-e93704383918"",""role"":""Landlord""}","4e38b3ad-097c-434e-977d-e93704383918"
"dda05f8e-fe3b-4929-bd2e-ec73911bb568","2025-07-01 10:54:56.877+01","USER_CREATED","{""userId"":""a2f2f327-da25-468a-bf0a-ee40a44ab4c5"",""role"":""Landlord""}","a2f2f327-da25-468a-bf0a-ee40a44ab4c5"
"f1d6e882-ae34-4ff5-abfc-a82b19772e5a","2025-07-01 10:54:56.951+01","USER_CREATED","{""userId"":""ba062cf4-af08-45b7-8a42-a71adaa432c9"",""role"":""Landlord""}","ba062cf4-af08-45b7-8a42-a71adaa432c9"
"fb709be0-003d-468e-b656-46f6a23d4007","2025-07-01 10:54:57.025+01","USER_CREATED","{""userId"":""b7cd9561-8546-4e3d-aa2f-8472dcce260b"",""role"":""Landlord""}","b7cd9561-8546-4e3d-aa2f-8472dcce260b"
"8ba94269-262b-41e2-ad9e-a2b2eda4ac25","2025-07-01 10:54:57.097+01","USER_CREATED","{""userId"":""cab2602b-287a-4b56-9e06-0fed28446508"",""role"":""Landlord""}","cab2602b-287a-4b56-9e06-0fed28446508"
"d2f7d9b9-b366-4f28-9261-e0e122da14f5","2025-07-01 10:54:57.173+01","USER_CREATED","{""userId"":""ca6929ea-888c-43a1-8d5a-f56460df3bec"",""role"":""Landlord""}","ca6929ea-888c-43a1-8d5a-f56460df3bec"
"f80ad092-7f4a-4f2a-a11f-c7d61bc5915e","2025-07-01 10:54:57.252+01","USER_CREATED","{""userId"":""6f20209a-98c4-4c8b-8738-3553a195eea6"",""role"":""Landlord""}","6f20209a-98c4-4c8b-8738-3553a195eea6"
"c453a34c-b81a-4754-8730-2826c3517781","2025-07-01 10:54:57.322+01","USER_CREATED","{""userId"":""de5b7f94-2b65-417d-a09d-5da14f14336d"",""role"":""Landlord""}","de5b7f94-2b65-417d-a09d-5da14f14336d"
"2bdc8f3b-0558-4a62-b807-f025f9d914c6","2025-07-01 10:54:57.392+01","USER_CREATED","{""userId"":""dd249842-5a59-4dae-9936-9ec177af67b3"",""role"":""Landlord""}","dd249842-5a59-4dae-9936-9ec177af67b3"
"a1ef4543-1e92-492c-b6a7-5fc451fe8b4e","2025-07-01 10:54:57.46+01","USER_CREATED","{""userId"":""fd15a1bd-cdf4-45c9-8229-beaac4ef491f"",""role"":""Landlord""}","fd15a1bd-cdf4-45c9-8229-beaac4ef491f"
"26ecc0b9-5f77-4b90-b3e1-fc4598cd3b0b","2025-07-01 10:54:57.54+01","USER_CREATED","{""userId"":""82345839-bc6b-4feb-afd5-20f58832d6f5"",""role"":""Landlord""}","82345839-bc6b-4feb-afd5-20f58832d6f5"
"5080ee4a-744e-43c7-9613-743e9e6b062e","2025-07-01 10:54:57.608+01","USER_CREATED","{""userId"":""146a9fef-0aba-402a-8f5f-87c46759847f"",""role"":""Landlord""}","146a9fef-0aba-402a-8f5f-87c46759847f"
"70a2bd09-9bfc-495c-9b4a-a4c8a96919f7","2025-07-01 10:54:57.674+01","USER_CREATED","{""userId"":""1049f7c5-c304-4e6e-b1c0-ddb61878c074"",""role"":""Landlord""}","1049f7c5-c304-4e6e-b1c0-ddb61878c074"
"74e606ef-cf38-4559-852a-6ecf8135e6a0","2025-07-01 10:54:57.742+01","USER_CREATED","{""userId"":""f318a311-7ed9-4477-a783-c47af8393d1a"",""role"":""Landlord""}","f318a311-7ed9-4477-a783-c47af8393d1a"
"d31765f3-43d1-4d2d-ac1d-c7dfb32ae925","2025-07-01 10:54:57.809+01","USER_CREATED","{""userId"":""be47a32c-31c1-406a-bc1d-429623b9825e"",""role"":""Landlord""}","be47a32c-31c1-406a-bc1d-429623b9825e"
"6d24758f-3f6e-4b09-a0a7-a4cf59bac765","2025-07-01 10:54:57.878+01","USER_CREATED","{""userId"":""085280c2-438e-483f-8ff9-fd17941aaef0"",""role"":""Landlord""}","085280c2-438e-483f-8ff9-fd17941aaef0"
"4720d047-2d69-40ae-b08b-9229ee28ed06","2025-07-01 10:54:57.946+01","USER_CREATED","{""userId"":""2476f1f6-4e39-4853-9153-ee1e93cf38b6"",""role"":""Landlord""}","2476f1f6-4e39-4853-9153-ee1e93cf38b6"
"1e55fa15-b08a-4952-98e9-b3e747b949fe","2025-07-01 10:54:58.015+01","USER_CREATED","{""userId"":""1df83474-f58c-4cb5-9151-c34b8c2e45d7"",""role"":""Landlord""}","1df83474-f58c-4cb5-9151-c34b8c2e45d7"
"c2be6f4f-b63b-466e-8ef1-d127476f3fa9","2025-07-01 10:54:58.084+01","USER_CREATED","{""userId"":""3b4b2508-5899-4a9a-a002-4c538ca15520"",""role"":""Landlord""}","3b4b2508-5899-4a9a-a002-4c538ca15520"
"1ec40b89-3926-4233-bb97-fbe4dd36d49b","2025-07-01 10:54:58.157+01","USER_CREATED","{""userId"":""61639a8c-9f10-456d-a67f-01bb54e4927d"",""role"":""Landlord""}","61639a8c-9f10-456d-a67f-01bb54e4927d"
"c0ea86e9-d5e2-4f39-8604-46b9bed804c9","2025-07-01 10:54:58.224+01","USER_CREATED","{""userId"":""ad88cdce-6623-489c-88b8-4b31b5063d64"",""role"":""Landlord""}","ad88cdce-6623-489c-88b8-4b31b5063d64"
"94c4210a-1134-453c-b039-50f1d49ba9fc","2025-07-01 10:54:58.293+01","USER_CREATED","{""userId"":""38cbdc93-a673-45b5-acf6-808ac9f0f2d7"",""role"":""Landlord""}","38cbdc93-a673-45b5-acf6-808ac9f0f2d7"
"fe62d69a-ff15-4e06-970a-2a709d475659","2025-07-01 10:54:58.363+01","USER_CREATED","{""userId"":""7109c0b5-4828-4a17-b681-34fbfeadcdce"",""role"":""Landlord""}","7109c0b5-4828-4a17-b681-34fbfeadcdce"
"e5b9fc17-cd01-4d4b-b6ff-c7597a907083","2025-07-01 10:54:58.435+01","USER_CREATED","{""userId"":""7d6ea398-fb36-428b-a27a-792bbe2e86b4"",""role"":""Landlord""}","7d6ea398-fb36-428b-a27a-792bbe2e86b4"
"1d23e1d7-8768-49ab-919d-32ff511de096","2025-07-01 10:54:58.505+01","USER_CREATED","{""userId"":""2ad9f09a-551c-439c-b116-038e7308d9b3"",""role"":""Landlord""}","2ad9f09a-551c-439c-b116-038e7308d9b3"
"58f3ed8e-fcaa-417f-b9fc-ca0a0423e33e","2025-07-01 10:54:58.575+01","USER_CREATED","{""userId"":""24b04a5f-e61a-49f7-9ee1-66ac8c24f11f"",""role"":""Landlord""}","24b04a5f-e61a-49f7-9ee1-66ac8c24f11f"
"cb53207d-d827-4532-924b-0068d6cb9e8f","2025-07-01 10:54:58.642+01","USER_CREATED","{""userId"":""93b59e0a-152c-4eae-bbeb-1c6fa01b592b"",""role"":""Landlord""}","93b59e0a-152c-4eae-bbeb-1c6fa01b592b"
"03eaf7ef-3df8-44b6-9c39-02bbe6af1755","2025-07-01 10:54:58.71+01","USER_CREATED","{""userId"":""d94d6adf-7306-4850-a85f-da5d6c0072d9"",""role"":""Landlord""}","d94d6adf-7306-4850-a85f-da5d6c0072d9"
"5b90fc65-6fd0-4684-b6da-60c1089153df","2025-07-01 10:54:58.775+01","USER_CREATED","{""userId"":""cadf72e8-63be-4f37-9b98-660d57cbf4d8"",""role"":""Landlord""}","cadf72e8-63be-4f37-9b98-660d57cbf4d8"
"f4021b7d-a316-4a5c-9922-a2033fee2b9b","2025-07-01 10:54:58.85+01","USER_CREATED","{""userId"":""8836a2df-562f-45f3-bc6e-262424070ad4"",""role"":""Landlord""}","8836a2df-562f-45f3-bc6e-262424070ad4"
"db370d1f-5a51-4718-95b5-54489d59ecaf","2025-07-01 10:54:58.935+01","USER_CREATED","{""userId"":""5e8b71c2-56bf-4af7-8d19-3340742604c2"",""role"":""Landlord""}","5e8b71c2-56bf-4af7-8d19-3340742604c2"
"8a3313c5-625d-4a56-8fee-51ea007e3920","2025-07-01 10:54:59.009+01","USER_CREATED","{""userId"":""bfb3b8d7-567e-4cc2-ac86-9c3ce0033359"",""role"":""Landlord""}","bfb3b8d7-567e-4cc2-ac86-9c3ce0033359"
"a16f62f1-fc82-4612-b3c1-6f51647322c2","2025-07-01 10:54:59.077+01","USER_CREATED","{""userId"":""40a9b896-ed8c-43fb-b224-d06680637472"",""role"":""Landlord""}","40a9b896-ed8c-43fb-b224-d06680637472"
"d0dc1cfe-c905-4ccf-9255-b058238e1930","2025-07-01 10:54:59.144+01","USER_CREATED","{""userId"":""f17e38cf-61f9-4ea6-a0ee-25fc2c9f2001"",""role"":""Landlord""}","f17e38cf-61f9-4ea6-a0ee-25fc2c9f2001"
"3a1dd301-d10d-414f-b2dd-24dfa0f237e1","2025-07-01 10:54:59.211+01","USER_CREATED","{""userId"":""c040a1f1-62cc-4ff6-9744-e2769bd115e8"",""role"":""Landlord""}","c040a1f1-62cc-4ff6-9744-e2769bd115e8"
"2a9b2ec1-7c91-4000-bc29-bb73c74476b6","2025-07-01 10:54:59.278+01","USER_CREATED","{""userId"":""163be6c0-8c01-4e61-8bb1-05d6d0b21308"",""role"":""Landlord""}","163be6c0-8c01-4e61-8bb1-05d6d0b21308"
"781ec4ed-d082-4ee6-9a0b-4d62cc4c727f","2025-07-01 10:54:59.344+01","USER_CREATED","{""userId"":""0666ef4b-238a-44c9-aad8-497ca802c460"",""role"":""Landlord""}","0666ef4b-238a-44c9-aad8-497ca802c460"
"a44efb6a-3f54-45fa-8b9b-4dc7a144ffd8","2025-07-01 10:54:59.414+01","USER_CREATED","{""userId"":""f7c09e30-1b31-4c3f-8129-8ea86d6b837b"",""role"":""Landlord""}","f7c09e30-1b31-4c3f-8129-8ea86d6b837b"
"3b6f9f1f-881a-427f-a374-6b3a7171c8d3","2025-07-01 10:54:59.482+01","USER_CREATED","{""userId"":""56c093f5-0203-4f40-b9c8-0ec414d37345"",""role"":""Landlord""}","56c093f5-0203-4f40-b9c8-0ec414d37345"
"3e593fc9-1a5a-41a2-8b8b-c09f126441d7","2025-07-01 10:54:59.55+01","USER_CREATED","{""userId"":""37221381-74d0-4a13-b337-76d9becce2c9"",""role"":""Landlord""}","37221381-74d0-4a13-b337-76d9becce2c9"
"3cfc2bfc-c254-4f5c-8c9e-d7c8e14328dd","2025-07-01 10:54:59.619+01","USER_CREATED","{""userId"":""5136f7cf-2784-4cd6-9fec-6331c7e26b10"",""role"":""Landlord""}","5136f7cf-2784-4cd6-9fec-6331c7e26b10"
"b6d2c579-53f3-4e18-a294-fd5fc5eda34c","2025-07-01 10:54:59.685+01","USER_CREATED","{""userId"":""51e49a58-ff2e-4058-b300-e491686311ee"",""role"":""Landlord""}","51e49a58-ff2e-4058-b300-e491686311ee"
"97845125-4bec-4db0-8bbb-534b24668f1b","2025-07-01 10:54:59.751+01","USER_CREATED","{""userId"":""1161533f-b8c3-473d-b653-aae5e67f9b2f"",""role"":""Landlord""}","1161533f-b8c3-473d-b653-aae5e67f9b2f"
"2999f314-3548-40da-9a19-a6eefe370fe1","2025-07-01 10:54:59.817+01","USER_CREATED","{""userId"":""fad57cc2-9fa4-4b9c-82de-8f6ef269cdbb"",""role"":""Landlord""}","fad57cc2-9fa4-4b9c-82de-8f6ef269cdbb"
"d15a4e7b-2e00-4d4d-a542-fced2719ee46","2025-07-01 10:54:59.886+01","USER_CREATED","{""userId"":""d260e6b0-79b9-4aca-8133-cc46b1e99cb0"",""role"":""Landlord""}","d260e6b0-79b9-4aca-8133-cc46b1e99cb0"
"2954975e-2316-444d-a2f6-93d8a935863f","2025-07-01 10:54:59.952+01","USER_CREATED","{""userId"":""1c1e6751-32ea-4ce6-b54a-3af19e67d9e5"",""role"":""Landlord""}","1c1e6751-32ea-4ce6-b54a-3af19e67d9e5"
"8538dba7-407d-45e7-b718-4c6b4043da1c","2025-07-01 10:55:00.026+01","USER_CREATED","{""userId"":""0cda59f3-0936-46a0-a56f-de24768f3eaf"",""role"":""Landlord""}","0cda59f3-0936-46a0-a56f-de24768f3eaf"
"80acade7-d9ad-4206-a3c3-0382f8cfd835","2025-07-01 10:55:00.098+01","USER_CREATED","{""userId"":""a39d05fd-b7cd-44f8-b13b-4fc70d271812"",""role"":""Landlord""}","a39d05fd-b7cd-44f8-b13b-4fc70d271812"
"5b911064-d253-4662-ae2e-2e0e9f738a9a","2025-07-01 10:55:00.174+01","USER_CREATED","{""userId"":""e77a6be4-92d0-48df-95d4-0dba9688cc5b"",""role"":""Landlord""}","e77a6be4-92d0-48df-95d4-0dba9688cc5b"
"e114f3f0-b2e3-4878-9ca0-4038e968d5cd","2025-07-01 10:55:00.24+01","USER_CREATED","{""userId"":""6917129d-6984-48ff-a4d9-d3c3c2813f08"",""role"":""Landlord""}","6917129d-6984-48ff-a4d9-d3c3c2813f08"
"3afa5628-bb58-4dbf-8ec0-d6e04a6b5741","2025-07-01 10:55:00.307+01","USER_CREATED","{""userId"":""af1a2b98-2c80-4725-88f3-9174fbd12629"",""role"":""Landlord""}","af1a2b98-2c80-4725-88f3-9174fbd12629"
"8c8f0111-474a-483a-924b-c16cada273a0","2025-07-01 10:55:00.375+01","USER_CREATED","{""userId"":""8320f873-43b3-4b40-b4f5-9f37d26319ea"",""role"":""Landlord""}","8320f873-43b3-4b40-b4f5-9f37d26319ea"
"d52a0791-1f40-490f-93a1-85e99990a64b","2025-07-01 10:55:00.443+01","USER_CREATED","{""userId"":""3f4ed8fb-1678-46ea-8553-f9074af1d07d"",""role"":""Landlord""}","3f4ed8fb-1678-46ea-8553-f9074af1d07d"
"81eeafb7-429b-4c6a-ba16-0320ac244659","2025-07-01 10:55:00.51+01","USER_CREATED","{""userId"":""c2cf151e-8984-4dd3-8b46-901753cb8d6d"",""role"":""Landlord""}","c2cf151e-8984-4dd3-8b46-901753cb8d6d"
"fe763e55-2f4b-4411-a124-dad337f4a46c","2025-07-01 10:55:00.575+01","USER_CREATED","{""userId"":""37195223-cfbc-49ee-9291-9965212a68de"",""role"":""Landlord""}","37195223-cfbc-49ee-9291-9965212a68de"
"294e42ef-dd0d-40e4-9137-b7664861562f","2025-07-01 10:55:00.656+01","USER_CREATED","{""userId"":""42f84bd1-ecb3-403e-9a30-856952c9e286"",""role"":""Landlord""}","42f84bd1-ecb3-403e-9a30-856952c9e286"
"781b6020-dcfe-4bd4-955f-5be47a596d20","2025-07-01 10:55:00.724+01","USER_CREATED","{""userId"":""4107176e-2a07-4e17-98d4-00ec1b665809"",""role"":""Landlord""}","4107176e-2a07-4e17-98d4-00ec1b665809"
"c9efb3cd-0d92-483a-a55d-b3eaa1ba1a7d","2025-07-01 10:55:00.791+01","USER_CREATED","{""userId"":""91f44bef-c70c-4e48-8d69-352729ab8388"",""role"":""Landlord""}","91f44bef-c70c-4e48-8d69-352729ab8388"
"d691b3cf-a95b-4ee8-9d4d-e22273140aa4","2025-07-01 10:55:00.867+01","USER_CREATED","{""userId"":""a069e515-fc97-48e1-b4ac-bf896beafaa3"",""role"":""Landlord""}","a069e515-fc97-48e1-b4ac-bf896beafaa3"
"b1020830-acc7-4721-b698-481bc6b7ee58","2025-07-01 10:55:00.939+01","USER_CREATED","{""userId"":""ea829567-0b82-4fc6-92f1-7641c7c34d01"",""role"":""Landlord""}","ea829567-0b82-4fc6-92f1-7641c7c34d01"
"fab479ce-17ff-43e4-800d-c44f20ad5dd5","2025-07-01 10:55:01.011+01","USER_CREATED","{""userId"":""17569b68-2555-4a07-a884-8cababd60060"",""role"":""Landlord""}","17569b68-2555-4a07-a884-8cababd60060"
"255f2b83-2495-4492-9e05-8f0bd9f3470f","2025-07-01 10:55:01.076+01","USER_CREATED","{""userId"":""9f4953b5-13e4-4680-9cdc-eccb990a1a47"",""role"":""Landlord""}","9f4953b5-13e4-4680-9cdc-eccb990a1a47"
"229df332-143e-4742-a104-6209f1d31c01","2025-07-01 10:55:01.162+01","USER_CREATED","{""userId"":""c08ce6ff-bef7-43fe-9ff5-cf90096cd44b"",""role"":""Landlord""}","c08ce6ff-bef7-43fe-9ff5-cf90096cd44b"
"2843adee-e26e-4e4e-84ce-2f0e49b6ea32","2025-07-01 10:55:01.238+01","USER_CREATED","{""userId"":""6eea4d17-db5d-41a7-b0aa-3ebbfccdf0c0"",""role"":""Landlord""}","6eea4d17-db5d-41a7-b0aa-3ebbfccdf0c0"
"d7a77b99-c98d-4a75-b54c-e928d1194e05","2025-07-01 10:55:01.318+01","USER_CREATED","{""userId"":""6d841317-b3ca-4089-8c68-13ba38f6a13d"",""role"":""Landlord""}","6d841317-b3ca-4089-8c68-13ba38f6a13d"
"3c04c520-1270-401f-b703-c420826de68b","2025-07-01 10:55:01.4+01","USER_CREATED","{""userId"":""73a96bce-3dc1-4ef0-b1a1-b4fcb24ccd9d"",""role"":""Landlord""}","73a96bce-3dc1-4ef0-b1a1-b4fcb24ccd9d"
"d8a77ac8-5b8e-4977-9e09-c1679c134f4b","2025-07-01 10:55:01.476+01","USER_CREATED","{""userId"":""24517ddd-0101-43b3-b816-272241a82840"",""role"":""Landlord""}","24517ddd-0101-43b3-b816-272241a82840"
"8fc74057-b110-4834-9338-860ca8e781c2","2025-07-01 10:55:01.551+01","USER_CREATED","{""userId"":""6c599238-4ffb-43de-93b1-bd4acfee52cd"",""role"":""Landlord""}","6c599238-4ffb-43de-93b1-bd4acfee52cd"
"4b373499-3b63-4115-baf4-5abaf98cc37f","2025-07-01 10:55:01.631+01","USER_CREATED","{""userId"":""64da55e4-ea20-4d80-8910-9d169a195c06"",""role"":""Landlord""}","64da55e4-ea20-4d80-8910-9d169a195c06"
"cbad7349-9211-4bd3-81c6-ab5c12acd6d2","2025-07-01 10:55:01.713+01","USER_CREATED","{""userId"":""2940bcea-bd8a-459a-bd36-01bb551eb71e"",""role"":""Landlord""}","2940bcea-bd8a-459a-bd36-01bb551eb71e"
"90fb7e5c-be4f-4062-9c76-d3f7ee455fed","2025-07-01 10:55:01.793+01","USER_CREATED","{""userId"":""d4be684c-2063-45f8-bf74-1dec06cc9eb5"",""role"":""Landlord""}","d4be684c-2063-45f8-bf74-1dec06cc9eb5"
"1aff02de-2d5b-452b-b3f2-07536551976f","2025-07-01 10:55:01.864+01","USER_CREATED","{""userId"":""8eb5272d-d9f7-442b-a615-e7d43eb2f3a6"",""role"":""Landlord""}","8eb5272d-d9f7-442b-a615-e7d43eb2f3a6"
"47ef15e4-b072-40c2-8c5a-eba7f66f0ce4","2025-07-01 10:55:01.935+01","USER_CREATED","{""userId"":""b9b6048f-d83a-406b-99a5-254611b83fa9"",""role"":""Landlord""}","b9b6048f-d83a-406b-99a5-254611b83fa9"
"581b4f3d-ce62-4359-a875-7f79c87f4a0d","2025-07-01 10:55:02.011+01","USER_CREATED","{""userId"":""49b89869-d09a-4d0b-9b0a-67698e06a139"",""role"":""Landlord""}","49b89869-d09a-4d0b-9b0a-67698e06a139"
"cf1805b9-c6b9-4b9f-b08d-c06a3714eef6","2025-07-01 10:55:02.086+01","USER_CREATED","{""userId"":""e31c1153-ced9-4437-8778-ff7913d31fce"",""role"":""Landlord""}","e31c1153-ced9-4437-8778-ff7913d31fce"
"6c03f556-b600-4057-8277-65a0e369f8f1","2025-07-01 10:55:02.162+01","USER_CREATED","{""userId"":""13725228-3878-4394-9ffd-62b71279bbb7"",""role"":""Landlord""}","13725228-3878-4394-9ffd-62b71279bbb7"
"6541f829-de6b-4e50-8de3-f8cdcf6921f0","2025-07-01 10:55:02.234+01","USER_CREATED","{""userId"":""6c3f798c-0c24-4331-9243-2e2d480cdfd5"",""role"":""Landlord""}","6c3f798c-0c24-4331-9243-2e2d480cdfd5"
"b358ec40-fb4b-430a-877a-070d20067bd3","2025-07-01 10:55:02.308+01","USER_CREATED","{""userId"":""d9c81279-07e9-4df8-a3cb-8732a55e1c23"",""role"":""Landlord""}","d9c81279-07e9-4df8-a3cb-8732a55e1c23"
"791020b1-436d-4acf-abcc-cd2b766c4ec9","2025-07-01 10:55:02.384+01","USER_CREATED","{""userId"":""67a74ebf-46fe-4fd2-991e-c27eb72e8a6e"",""role"":""Landlord""}","67a74ebf-46fe-4fd2-991e-c27eb72e8a6e"
"84764508-733f-44ce-8291-c2646e16dba8","2025-07-01 10:55:02.456+01","USER_CREATED","{""userId"":""67b52297-a787-4630-ba54-242af2b9cc1b"",""role"":""Landlord""}","67b52297-a787-4630-ba54-242af2b9cc1b"
"cfbbe6cc-c5e1-474e-ba21-812e227b0da5","2025-07-01 10:55:02.532+01","USER_CREATED","{""userId"":""de19dff2-a48e-4d8b-87fe-681daf33af0f"",""role"":""Landlord""}","de19dff2-a48e-4d8b-87fe-681daf33af0f"
"94d4aa4e-d3ac-490b-bbbb-e75a087cc493","2025-07-01 10:55:02.601+01","USER_CREATED","{""userId"":""942702e8-ceba-4b08-80c6-9f2f7c96f0c1"",""role"":""Landlord""}","942702e8-ceba-4b08-80c6-9f2f7c96f0c1"
"97483431-a142-409a-89a5-12f9bff539f6","2025-07-01 10:55:02.672+01","USER_CREATED","{""userId"":""1740bb88-b37d-432d-b09c-e048e2b126fd"",""role"":""Landlord""}","1740bb88-b37d-432d-b09c-e048e2b126fd"
"11f5b7ec-c7ff-40b6-954b-68b47f004532","2025-07-01 10:55:02.742+01","USER_CREATED","{""userId"":""532afe58-c0ae-4173-8bb5-1eab21820d2a"",""role"":""Landlord""}","532afe58-c0ae-4173-8bb5-1eab21820d2a"
"66c21732-1fe0-4cce-85e7-8f3808000674","2025-07-01 10:55:02.813+01","USER_CREATED","{""userId"":""dd6389f8-d5d9-47c6-a847-770e177a3d42"",""role"":""Landlord""}","dd6389f8-d5d9-47c6-a847-770e177a3d42"
"70029116-01b3-4605-9efe-52d26d24efbd","2025-07-01 10:55:02.885+01","USER_CREATED","{""userId"":""dd60734e-af9f-4d62-a362-e0c6c0c61493"",""role"":""Landlord""}","dd60734e-af9f-4d62-a362-e0c6c0c61493"
"b5351935-f9ff-4a1f-b542-415881df18b6","2025-07-01 10:55:02.954+01","USER_CREATED","{""userId"":""d54304f7-f10e-43ca-846a-cf0fc736a636"",""role"":""Landlord""}","d54304f7-f10e-43ca-846a-cf0fc736a636"
