"id","requestDate","status","rejectionReason","verificationDate","registryComments","landlordId","landId","verifiedByRegistryId","createdAt","updatedAt"
"2294f721-b095-46f8-9fef-89a37da37a72","2025-07-01 10:55:17.515+01","Issued",NULL,NULL,NULL,"00fb6ac7-33ca-49d6-acd6-11bc63df63cf","555af610-daa2-4702-8da1-e485eba5095b","5b778a1b-4d1b-47ca-89f0-d42b3c969bb2","2025-07-01 10:55:17.515+01","2025-07-01 10:55:17.515+01"
"83510128-dcdf-4d41-b272-5373ebf1ecde","2025-07-01 10:55:17.523+01","Issued",NULL,NULL,NULL,"00fb6ac7-33ca-49d6-acd6-11bc63df63cf","1fb5e053-727f-44b0-8e0b-0efd19a385bb","e8d3547d-945a-4864-ae48-a4aedf313c1d","2025-07-01 10:55:17.524+01","2025-07-01 10:55:17.524+01"
"007a5246-8c66-4690-8af9-b7696ded15f2","2025-07-01 10:55:17.539+01","Issued",NULL,NULL,NULL,"00fb6ac7-33ca-49d6-acd6-11bc63df63cf","5b7215cf-bd31-4cab-bdc5-ade662915697","766f44d1-2217-429e-9d43-2f52047a19d6","2025-07-01 10:55:17.539+01","2025-07-01 10:55:17.539+01"
"da4d6420-99a2-4ca3-a167-d55806794f84","2025-07-01 10:55:17.547+01","Issued",NULL,NULL,NULL,"00fb6ac7-33ca-49d6-acd6-11bc63df63cf","1839e048-7eaa-4ebc-9463-1fc1498ca07c","1a2ede7b-0512-4d87-bcd1-1bb048e4352d","2025-07-01 10:55:17.547+01","2025-07-01 10:55:17.547+01"
"65733a83-e717-404d-8e8d-00bf6db7087c","2025-07-01 10:55:17.553+01","Issued",NULL,NULL,NULL,"ae4c6d31-2b85-4a6b-83cc-2745798ee457","4693096f-c8f5-440d-a56d-fd0594d52f86","ee6ff991-409f-4bf8-b8f2-9ee2e1ea6d10","2025-07-01 10:55:17.553+01","2025-07-01 10:55:17.553+01"
"a4dd5d2f-869c-4bff-96fa-b5fd187e599f","2025-07-01 10:55:17.559+01","Issued",NULL,NULL,NULL,"ae4c6d31-2b85-4a6b-83cc-2745798ee457","141951db-76db-44a2-a870-4136c2adc4b6","d8cc9ca4-e9d1-4e57-9ea6-b136b770de1b","2025-07-01 10:55:17.559+01","2025-07-01 10:55:17.559+01"
"06b4e654-cd87-4609-b447-8f0bd2e3a97d","2025-07-01 10:55:17.568+01","Issued",NULL,NULL,NULL,"ae4c6d31-2b85-4a6b-83cc-2745798ee457","254452fa-68ef-436a-a0f1-412a4cc55d87","b247e83b-f4a3-4f71-9a8d-f909343218f6","2025-07-01 10:55:17.568+01","2025-07-01 10:55:17.568+01"
"dd2e0054-dacc-4ae3-8d8c-d7fd7c4ce96d","2025-07-01 10:55:17.575+01","Issued",NULL,NULL,NULL,"ae4c6d31-2b85-4a6b-83cc-2745798ee457","63edd579-fd45-4e8d-9427-f9c0cb4554b5","0a008813-1904-4243-951b-8e83afaf8f19","2025-07-01 10:55:17.575+01","2025-07-01 10:55:17.575+01"
"c9870d1b-1805-4004-9d16-60d4ea29f17a","2025-07-01 10:55:17.583+01","Issued",NULL,NULL,NULL,"ae4c6d31-2b85-4a6b-83cc-2745798ee457","e48d06ef-0e85-41ce-8d84-7e4cb4a7c3c9","9713187c-3fb0-40ea-a67d-183725306722","2025-07-01 10:55:17.583+01","2025-07-01 10:55:17.583+01"
"d752ea05-b47a-4f2b-aa8d-1028c7248522","2025-07-01 10:55:17.589+01","Issued",NULL,NULL,NULL,"ae4c6d31-2b85-4a6b-83cc-2745798ee457","ec1de4d5-489f-46d4-b016-ebc2484b09f6","9713187c-3fb0-40ea-a67d-183725306722","2025-07-01 10:55:17.589+01","2025-07-01 10:55:17.589+01"
"7b68725d-27d1-4416-94db-9bb729a29144","2025-07-01 10:55:17.598+01","Issued",NULL,NULL,NULL,"ae4c6d31-2b85-4a6b-83cc-2745798ee457","afd89c58-f295-4c49-89b8-bfd3e1e602a4","fe664457-1859-4f6d-9697-bb46925d6ee4","2025-07-01 10:55:17.598+01","2025-07-01 10:55:17.598+01"
"3d2c6f31-70f9-412d-8bc0-bfee2024dbea","2025-07-01 10:55:17.604+01","Issued",NULL,NULL,NULL,"55aec82b-b243-45ff-8f51-bb90e1192a96","e9e8af4a-e4a3-46fa-ba9d-ed5411742217","b247e83b-f4a3-4f71-9a8d-f909343218f6","2025-07-01 10:55:17.604+01","2025-07-01 10:55:17.604+01"
"713faa47-41b4-47c7-b659-2c6186c28beb","2025-07-01 10:55:17.61+01","Issued",NULL,NULL,NULL,"55aec82b-b243-45ff-8f51-bb90e1192a96","adbbf94f-255b-4861-9984-ac82f49f341d","326dd8b7-695d-4548-87eb-0ced9e966396","2025-07-01 10:55:17.61+01","2025-07-01 10:55:17.61+01"
"619357d0-d471-4034-bbfd-c6e6d65f75d4","2025-07-01 10:55:17.617+01","Issued",NULL,NULL,NULL,"55aec82b-b243-45ff-8f51-bb90e1192a96","481aeae1-c584-4b2d-8008-6f1f522ded51","fe664457-1859-4f6d-9697-bb46925d6ee4","2025-07-01 10:55:17.617+01","2025-07-01 10:55:17.617+01"
"8bf49fdd-b5f3-473a-bfca-1838a81c3f4b","2025-07-01 10:55:17.623+01","Issued",NULL,NULL,NULL,"0cee2bad-7c24-4566-bb88-1f4891946aa7","25106af6-81b7-4229-ad7f-d698b8521540","8fb113af-e58d-4092-b7c1-24f84b8246a8","2025-07-01 10:55:17.623+01","2025-07-01 10:55:17.623+01"
"a01a1f8b-bb87-48d2-9a8a-03fa2428d069","2025-07-01 10:55:17.63+01","Issued",NULL,NULL,NULL,"0cee2bad-7c24-4566-bb88-1f4891946aa7","4638a1ec-b949-4429-b9c2-fd99bbe55b17","e8d3547d-945a-4864-ae48-a4aedf313c1d","2025-07-01 10:55:17.63+01","2025-07-01 10:55:17.63+01"
"0305b838-fef0-4b91-844d-3f910701ca3f","2025-07-01 10:55:17.636+01","Issued",NULL,NULL,NULL,"0cee2bad-7c24-4566-bb88-1f4891946aa7","8651c00b-9fa6-4447-bccb-2fe1e8abefd7","97742a3f-b950-4d1b-8a19-fcde4a73e7ef","2025-07-01 10:55:17.636+01","2025-07-01 10:55:17.636+01"
"2a4e1b51-f819-4a7e-aa52-45227ff44b24","2025-07-01 10:55:17.643+01","Issued",NULL,NULL,NULL,"0cee2bad-7c24-4566-bb88-1f4891946aa7","a62e2da9-a064-40bf-8f66-601fae209f6b","f6fa4fbc-84c6-4288-905c-919fb256d439","2025-07-01 10:55:17.643+01","2025-07-01 10:55:17.643+01"
"737ff095-3b85-4103-b2aa-fee30c02fd15","2025-07-01 10:55:17.65+01","Issued",NULL,NULL,NULL,"0cee2bad-7c24-4566-bb88-1f4891946aa7","5a1c810e-018d-45e9-a813-a6205fdbeddf","e8d3547d-945a-4864-ae48-a4aedf313c1d","2025-07-01 10:55:17.65+01","2025-07-01 10:55:17.65+01"
"edd84aa3-472f-4cca-8712-5cfd26449627","2025-07-01 10:55:17.656+01","Issued",NULL,NULL,NULL,"014e362d-273a-42bd-bfb6-f452a24c43f3","08010d1e-3264-41a6-a42f-43ec99266af7","9713187c-3fb0-40ea-a67d-183725306722","2025-07-01 10:55:17.656+01","2025-07-01 10:55:17.656+01"
"73ec0b54-6f52-4b2d-8d12-c2c8838ce7fb","2025-07-01 10:55:17.663+01","Issued",NULL,NULL,NULL,"014e362d-273a-42bd-bfb6-f452a24c43f3","5ff67155-bb22-4e8a-b60d-b2dce78aeb6c","326dd8b7-695d-4548-87eb-0ced9e966396","2025-07-01 10:55:17.663+01","2025-07-01 10:55:17.663+01"
"c8c20437-9b4c-45b3-8584-3a02c3d27e4a","2025-07-01 10:55:17.67+01","Issued",NULL,NULL,NULL,"014e362d-273a-42bd-bfb6-f452a24c43f3","dd241e57-5fda-444a-bde7-a70b0e590ed9","f6fa4fbc-84c6-4288-905c-919fb256d439","2025-07-01 10:55:17.67+01","2025-07-01 10:55:17.67+01"
"b9c59b09-e415-4df2-a49c-f3dfe9575d85","2025-07-01 10:55:17.676+01","Issued",NULL,NULL,NULL,"014e362d-273a-42bd-bfb6-f452a24c43f3","d809314f-b98b-460f-9f68-fee792bf39f5","ee6ff991-409f-4bf8-b8f2-9ee2e1ea6d10","2025-07-01 10:55:17.676+01","2025-07-01 10:55:17.676+01"
"15f78578-31b3-423a-9d5e-5168705a99d2","2025-07-01 10:55:17.684+01","Issued",NULL,NULL,NULL,"014e362d-273a-42bd-bfb6-f452a24c43f3","74b8a75e-582f-4fba-8ba5-e10020c037f5","8fb113af-e58d-4092-b7c1-24f84b8246a8","2025-07-01 10:55:17.684+01","2025-07-01 10:55:17.684+01"
"9d3e56bf-93cb-4803-af2e-b64ecc8381d9","2025-07-01 10:55:17.69+01","Issued",NULL,NULL,NULL,"014e362d-273a-42bd-bfb6-f452a24c43f3","b659b856-bbca-490f-bb7a-f33fe55f65d0","fe664457-1859-4f6d-9697-bb46925d6ee4","2025-07-01 10:55:17.69+01","2025-07-01 10:55:17.69+01"
"cf0b5ba4-d014-4354-8352-5e7b29d46e20","2025-07-01 10:55:17.696+01","Issued",NULL,NULL,NULL,"2eefad62-a52b-4ba1-9dd1-1a3a39842f50","ed9ee711-4b8a-4a23-a7b4-3f4e5ed0bb95","9713187c-3fb0-40ea-a67d-183725306722","2025-07-01 10:55:17.696+01","2025-07-01 10:55:17.696+01"
"19f48b48-fdd1-4554-9d11-4dd0d3373658","2025-07-01 10:55:17.704+01","Issued",NULL,NULL,NULL,"2eefad62-a52b-4ba1-9dd1-1a3a39842f50","f04316bc-88fd-48bb-aeb5-427cd6f17da4","0a008813-1904-4243-951b-8e83afaf8f19","2025-07-01 10:55:17.704+01","2025-07-01 10:55:17.704+01"
"0dd85523-9582-47ba-9634-16df016c1c42","2025-07-01 10:55:17.711+01","Issued",NULL,NULL,NULL,"2eefad62-a52b-4ba1-9dd1-1a3a39842f50","a3085dcb-b858-4c89-a0b2-8d1b2c1508bd","f6636206-5be5-424f-89b2-0fcef925fa53","2025-07-01 10:55:17.711+01","2025-07-01 10:55:17.711+01"
"b2db68dc-47de-4229-a332-04662e9e1e55","2025-07-01 10:55:17.719+01","Issued",NULL,NULL,NULL,"2eefad62-a52b-4ba1-9dd1-1a3a39842f50","33b782fe-e2ca-4329-8460-4b4cf9e3b97d","766f44d1-2217-429e-9d43-2f52047a19d6","2025-07-01 10:55:17.719+01","2025-07-01 10:55:17.719+01"
"fae7c1a5-69fa-41e1-898b-082a23eee1c5","2025-07-01 10:55:17.725+01","Issued",NULL,NULL,NULL,"2eefad62-a52b-4ba1-9dd1-1a3a39842f50","c8515a75-a4dd-448e-b09f-cda40e39ce8c","f6fa4fbc-84c6-4288-905c-919fb256d439","2025-07-01 10:55:17.725+01","2025-07-01 10:55:17.725+01"
"a9403da2-9df5-4ac4-9877-a44930289364","2025-07-01 10:55:17.731+01","Issued",NULL,NULL,NULL,"2eefad62-a52b-4ba1-9dd1-1a3a39842f50","dd16f7b2-3ffe-4c40-b33b-46e59424fc2f","9713187c-3fb0-40ea-a67d-183725306722","2025-07-01 10:55:17.731+01","2025-07-01 10:55:17.731+01"
"1bec6cad-5e37-4d33-aeef-721558bbfd47","2025-07-01 10:55:17.738+01","Issued",NULL,NULL,NULL,"2a00b02b-fa71-49c6-b1d9-dda5ffcd9ab6","eb197f6c-1169-4350-8cdb-a92fc721e616","0a008813-1904-4243-951b-8e83afaf8f19","2025-07-01 10:55:17.738+01","2025-07-01 10:55:17.738+01"
"bc7a7d7a-3458-494f-9eae-c29bbf3f1ac8","2025-07-01 10:55:17.745+01","Issued",NULL,NULL,NULL,"2a00b02b-fa71-49c6-b1d9-dda5ffcd9ab6","297b21aa-2188-47c7-ad53-d4989d0d1ee2","fe664457-1859-4f6d-9697-bb46925d6ee4","2025-07-01 10:55:17.745+01","2025-07-01 10:55:17.745+01"
"76ae9bc7-0f26-426a-9e95-7a927aebfabc","2025-07-01 10:55:17.754+01","Issued",NULL,NULL,NULL,"2a00b02b-fa71-49c6-b1d9-dda5ffcd9ab6","ddea4581-2ca9-471a-ab27-49f58c9bc889","8fb113af-e58d-4092-b7c1-24f84b8246a8","2025-07-01 10:55:17.755+01","2025-07-01 10:55:17.755+01"
"8062aec2-2563-481e-a495-3b409a4f558e","2025-07-01 10:55:17.763+01","Issued",NULL,NULL,NULL,"2a00b02b-fa71-49c6-b1d9-dda5ffcd9ab6","23d44948-0989-4a86-8394-4b5ef39b40ee","6f223c6d-25bf-4947-bb0c-532c8c3026cd","2025-07-01 10:55:17.763+01","2025-07-01 10:55:17.763+01"
"ce328b2c-cb3f-4489-ac04-6984cd43c813","2025-07-01 10:55:17.778+01","Issued",NULL,NULL,NULL,"2a00b02b-fa71-49c6-b1d9-dda5ffcd9ab6","48ef0f94-9397-4cae-8ebe-a7431d83b00a","6f223c6d-25bf-4947-bb0c-532c8c3026cd","2025-07-01 10:55:17.778+01","2025-07-01 10:55:17.778+01"
"64f9d2ac-2796-4a04-998b-3034ba53660b","2025-07-01 10:55:17.785+01","Issued",NULL,NULL,NULL,"b3768d94-657a-4695-ab2e-b5a93103d41a","55992271-f161-42ae-bb6b-a1047cf037a3","1a2ede7b-0512-4d87-bcd1-1bb048e4352d","2025-07-01 10:55:17.785+01","2025-07-01 10:55:17.785+01"
"344445c9-5e0c-4887-ba63-c6833693f127","2025-07-01 10:55:17.792+01","Issued",NULL,NULL,NULL,"b3768d94-657a-4695-ab2e-b5a93103d41a","9bae1f71-9c50-4ec0-9eaa-d83fe5bd3a7e","d8cc9ca4-e9d1-4e57-9ea6-b136b770de1b","2025-07-01 10:55:17.792+01","2025-07-01 10:55:17.792+01"
"0854ebeb-3dcd-48a4-b3bd-cb0f54cf5ee3","2025-07-01 10:55:17.799+01","Issued",NULL,NULL,NULL,"b3768d94-657a-4695-ab2e-b5a93103d41a","029064bc-0042-4804-80ae-c5135237e17b","ee6ff991-409f-4bf8-b8f2-9ee2e1ea6d10","2025-07-01 10:55:17.799+01","2025-07-01 10:55:17.799+01"
"b312cead-a80f-4cfc-be74-c996789aecca","2025-07-01 10:55:17.807+01","Issued",NULL,NULL,NULL,"b3768d94-657a-4695-ab2e-b5a93103d41a","f5df4379-2a4f-4e24-ab17-c17d5aab5f84","1a2ede7b-0512-4d87-bcd1-1bb048e4352d","2025-07-01 10:55:17.807+01","2025-07-01 10:55:17.807+01"
"7b554f25-3339-48f6-b837-7492f0bd7739","2025-07-01 10:55:17.813+01","Issued",NULL,NULL,NULL,"d77306d3-8026-4e9d-9eab-a23f297a0bef","9b467754-ede3-4300-a374-98f8f42b29ce","f6fa4fbc-84c6-4288-905c-919fb256d439","2025-07-01 10:55:17.813+01","2025-07-01 10:55:17.813+01"
"4aa938da-0056-4229-b38d-7c310a64c54d","2025-07-01 10:55:17.82+01","Issued",NULL,NULL,NULL,"d77306d3-8026-4e9d-9eab-a23f297a0bef","758dc8d0-df08-4d4c-b6bd-98d20f080900","34f301ce-f90e-49a7-b3be-874dfdea1a50","2025-07-01 10:55:17.82+01","2025-07-01 10:55:17.82+01"
"1653ae00-6c05-4309-937a-7be70918d73a","2025-07-01 10:55:17.38+01","Rejected","Est delectus rerum.",NULL,NULL,"6ac50ec1-7469-4cd7-a38d-8ba1dbcf8768","9b9b1700-c13a-4945-9132-3f0121a4d612","97742a3f-b950-4d1b-8a19-fcde4a73e7ef","2025-07-01 10:55:17.38+01","2025-07-01 10:55:26.524+01"
"f429074e-4d5b-4d72-82cf-4a1db6ea4704","2025-07-01 10:55:17.532+01","Rejected","Accusamus autem dicta libero.",NULL,NULL,"00fb6ac7-33ca-49d6-acd6-11bc63df63cf","24523456-d874-4505-89fa-74df8e5bbe40","e8d3547d-945a-4864-ae48-a4aedf313c1d","2025-07-01 10:55:17.532+01","2025-07-01 10:55:26.57+01"
"2444e6a0-5e37-4d75-9795-79c6d47449e6","2025-07-01 10:55:17.508+01","Rejected","Quia sit quos inventore placeat nemo.",NULL,NULL,"dc52abc5-dcbc-46f2-8769-ca850981d5c0","e22eef76-58b3-4b7a-a8a0-e0a2d6651b92","d8cc9ca4-e9d1-4e57-9ea6-b136b770de1b","2025-07-01 10:55:17.508+01","2025-07-01 10:55:26.585+01"
"92709ee1-defd-4f54-b4bf-d4e8e0a7d9fe","2025-07-01 10:55:17.834+01","Issued",NULL,NULL,NULL,"fcd27974-c3b7-4b56-a8df-f5d331205729","e9839580-c1a9-47c6-becf-a32c5162504f","8fb113af-e58d-4092-b7c1-24f84b8246a8","2025-07-01 10:55:17.834+01","2025-07-01 10:55:17.834+01"
"e7223355-8904-4758-9b55-65722d598c96","2025-07-01 10:55:17.841+01","Issued",NULL,NULL,NULL,"fcd27974-c3b7-4b56-a8df-f5d331205729","95c573b3-12d6-4527-8ca8-66cde8c7e825","5b778a1b-4d1b-47ca-89f0-d42b3c969bb2","2025-07-01 10:55:17.841+01","2025-07-01 10:55:17.841+01"
"1d1d0bb6-788f-4b83-8021-b6c412fc606b","2025-07-01 10:55:17.849+01","Issued",NULL,NULL,NULL,"fcd27974-c3b7-4b56-a8df-f5d331205729","930ffff6-e456-4392-838c-418ea2d9f0f8","f6fa4fbc-84c6-4288-905c-919fb256d439","2025-07-01 10:55:17.849+01","2025-07-01 10:55:17.849+01"
"96123f08-3035-4166-8cb7-ee771312706d","2025-07-01 10:55:17.857+01","Issued",NULL,NULL,NULL,"fcd27974-c3b7-4b56-a8df-f5d331205729","c78c1ac5-652d-4c53-bad9-9f45b582138c","fe664457-1859-4f6d-9697-bb46925d6ee4","2025-07-01 10:55:17.857+01","2025-07-01 10:55:17.857+01"
"c35c4b87-9fff-49db-b5c5-52c881856615","2025-07-01 10:55:17.864+01","Issued",NULL,NULL,NULL,"fcd27974-c3b7-4b56-a8df-f5d331205729","17d38fe1-9a09-4c0e-879f-d2c91e9db8d9","e8d3547d-945a-4864-ae48-a4aedf313c1d","2025-07-01 10:55:17.864+01","2025-07-01 10:55:17.864+01"
"972fed9e-05b7-43e7-9d16-a4455e1069b6","2025-07-01 10:55:17.871+01","Issued",NULL,NULL,NULL,"fcd27974-c3b7-4b56-a8df-f5d331205729","65b45452-7eee-49c2-8307-f9d0d47d1a6d","1a2ede7b-0512-4d87-bcd1-1bb048e4352d","2025-07-01 10:55:17.871+01","2025-07-01 10:55:17.871+01"
"1b186c79-1312-476a-871a-081c869deae7","2025-07-01 10:55:17.878+01","Issued",NULL,NULL,NULL,"fc4d362e-d631-4172-afd6-510695d9d42c","75abb73b-f89b-4fd8-9925-f3dd749ba52a","8fb113af-e58d-4092-b7c1-24f84b8246a8","2025-07-01 10:55:17.878+01","2025-07-01 10:55:17.878+01"
"daf15bf4-e37e-4a3e-a3d0-3f1e7862c5c5","2025-07-01 10:55:17.885+01","Issued",NULL,NULL,NULL,"fc4d362e-d631-4172-afd6-510695d9d42c","0b6f9cd6-5906-455f-9ff4-bac3168bfb9a","326dd8b7-695d-4548-87eb-0ced9e966396","2025-07-01 10:55:17.885+01","2025-07-01 10:55:17.885+01"
"6d0a902e-61cb-4400-b33a-e6308eda65aa","2025-07-01 10:55:17.894+01","Issued",NULL,NULL,NULL,"4e38b3ad-097c-434e-977d-e93704383918","aedee76c-e9c6-4a75-b780-b6ada85b1333","5b778a1b-4d1b-47ca-89f0-d42b3c969bb2","2025-07-01 10:55:17.894+01","2025-07-01 10:55:17.894+01"
"2244a13b-8a2b-45b3-acad-c7660760bd35","2025-07-01 10:55:17.901+01","Issued",NULL,NULL,NULL,"4e38b3ad-097c-434e-977d-e93704383918","f523bfc2-ccca-454b-87ac-e6294d2b1723","9713187c-3fb0-40ea-a67d-183725306722","2025-07-01 10:55:17.901+01","2025-07-01 10:55:17.901+01"
"53059b16-0ad8-43fe-83dd-da115c9c8293","2025-07-01 10:55:17.908+01","Issued",NULL,NULL,NULL,"a2f2f327-da25-468a-bf0a-ee40a44ab4c5","0adb3ef1-312e-4878-8cce-4a78a6fe6050","1a2ede7b-0512-4d87-bcd1-1bb048e4352d","2025-07-01 10:55:17.908+01","2025-07-01 10:55:17.908+01"
"f68ecbd3-b1cf-4a35-b42d-849918ce8788","2025-07-01 10:55:17.916+01","Issued",NULL,NULL,NULL,"a2f2f327-da25-468a-bf0a-ee40a44ab4c5","e8e6dec2-07d2-4d8a-8f2c-95522ed01b86","fa8978e9-0afd-4b3b-86c1-b7fbb61e9355","2025-07-01 10:55:17.916+01","2025-07-01 10:55:17.916+01"
"3ab8bfc8-6092-42d1-830c-0618edac788f","2025-07-01 10:55:17.922+01","Issued",NULL,NULL,NULL,"a2f2f327-da25-468a-bf0a-ee40a44ab4c5","eeb993b4-4dd9-4453-aaf5-d287232948b5","d8cc9ca4-e9d1-4e57-9ea6-b136b770de1b","2025-07-01 10:55:17.922+01","2025-07-01 10:55:17.922+01"
"9c3d96eb-af35-496b-9749-de8d31deb37f","2025-07-01 10:55:17.93+01","Issued",NULL,NULL,NULL,"a2f2f327-da25-468a-bf0a-ee40a44ab4c5","50f641ed-9120-4013-9431-81de3f164353","d8cc9ca4-e9d1-4e57-9ea6-b136b770de1b","2025-07-01 10:55:17.93+01","2025-07-01 10:55:17.93+01"
"0cdd3e49-1f66-4d63-b2d3-44cc8a24b511","2025-07-01 10:55:17.937+01","Issued",NULL,NULL,NULL,"a2f2f327-da25-468a-bf0a-ee40a44ab4c5","d593949d-bc05-4633-90d6-30b6d3825320","df53823e-cb2e-45e0-92df-e669cd372d7c","2025-07-01 10:55:17.937+01","2025-07-01 10:55:17.937+01"
"2442d42e-49eb-4a48-a179-7535ccbb8ead","2025-07-01 10:55:17.944+01","Issued",NULL,NULL,NULL,"ba062cf4-af08-45b7-8a42-a71adaa432c9","9b966224-ba1b-4d40-8cca-b89c82409079","6f223c6d-25bf-4947-bb0c-532c8c3026cd","2025-07-01 10:55:17.944+01","2025-07-01 10:55:17.944+01"
"fa51e747-5c11-46cb-bd55-d2efddc397e8","2025-07-01 10:55:17.951+01","Issued",NULL,NULL,NULL,"ba062cf4-af08-45b7-8a42-a71adaa432c9","ced6b603-33c2-413e-83e6-865d51920f8c","1a2ede7b-0512-4d87-bcd1-1bb048e4352d","2025-07-01 10:55:17.951+01","2025-07-01 10:55:17.951+01"
"c7a46ab2-da8a-4bdd-8cac-a896b77f25e6","2025-07-01 10:55:17.965+01","Issued",NULL,NULL,NULL,"ba062cf4-af08-45b7-8a42-a71adaa432c9","9a793e67-6784-4913-ad50-066d628f2992","34f301ce-f90e-49a7-b3be-874dfdea1a50","2025-07-01 10:55:17.965+01","2025-07-01 10:55:17.965+01"
